ensemblID,Symbol,EntrezID,logFC
ENSMUSG00000029659,Medag,70717,-0.843381273938707
ENSMUSG00000031391,L1cam,16728,-0.840844186451161
ENSMUSG00000025372,Baiap2,108100,-0.839734758883282
ENSMUSG00000043670,Diras1,208666,-0.838384562610471
ENSMUSG00000091890,A830073O21Rik,NA,-0.837155227450853
ENSMUSG00000028005,Gucy1b1,54195,-0.837042455466444
ENSMUSG00000043857,Mgat5b,268510,-0.836195156220539
ENSMUSG00000025592,Dach2,93837,-0.836170610397316
ENSMUSG00000030134,Rasgef1a,70727,-0.836028778972267
ENSMUSG00000096349,Gm22513,NA,-0.835184221099544
ENSMUSG00000029153,Ociad2,433904,-0.834040822412005
ENSMUSG00000060924,Csmd1,94109,-0.834023252040375
ENSMUSG00000030729,Pgm2l1,70974,-0.833042249699998
ENSMUSG00000003153,Slc2a3,20527,-0.832996684630901
ENSMUSG00000003469,Phyhip,105653,-0.827887900437467
ENSMUSG00000074634,Tmem267,633640,-0.826968424191023
ENSMUSG00000039375,Wdr17,244484,-0.82633270166468
ENSMUSG00000055409,Nell1,338352,-0.826272073220489
ENSMUSG00000063626,Unc5d,210801,-0.824392375788448
ENSMUSG00000031099,Smarca1,93761,-0.822927477751245
ENSMUSG00000063142,Kcnma1,16531,-0.822227839712969
ENSMUSG00000060212,Pcnx2,270109,-0.821397356807399
ENSMUSG00000041261,Car8,12319,-0.821316997707542
ENSMUSG00000043419,Rnf227,NA,-0.820615202024597
ENSMUSG00000027273,Snap25,20614,-0.820432930597003
ENSMUSG00000027894,Slc6a17,229706,-0.820124273766254
ENSMUSG00000108070,Gm43872,NA,-0.818875569922501
ENSMUSG00000052852,Reep1,52250,-0.818496634168458
ENSMUSG00000022099,Dmtn,13829,-0.818066826203109
ENSMUSG00000089809,Rasgef1b,320292,-0.816884400672193
ENSMUSG00000107858,Gm43879,NA,-0.816165249473042
ENSMUSG00000061911,Myt1l,17933,-0.815883439309861
ENSMUSG00000021301,Hecw1,94253,-0.815775097544655
ENSMUSG00000027350,Chgb,12653,-0.815737098982307
ENSMUSG00000018865,Sult4a1,29859,-0.814332674994993
ENSMUSG00000042453,Reln,19699,-0.812853842682772
ENSMUSG00000022756,Slc7a4,224022,-0.811131917404734
ENSMUSG00000033419,Snap91,20616,-0.808479765072163
ENSMUSG00000042750,Bex2,12069,-0.807660298499988
ENSMUSG00000030376,Slc8a2,110891,-0.805051306442766
ENSMUSG00000036273,Lrrk2,66725,-0.804464752309137
ENSMUSG00000025468,Caly,68566,-0.804353159652305
ENSMUSG00000037224,Zfyve28,231125,-0.801948292060969
ENSMUSG00000025190,Got1,14718,-0.801882017029608
ENSMUSG00000024511,Rab27b,80718,-0.801236173889982
ENSMUSG00000049336,Tenm2,23964,-0.799303549809086
ENSMUSG00000044469,Tnfaip8l1,66443,-0.797527470034347
ENSMUSG00000037259,Dzank1,241688,-0.792320709048074
ENSMUSG00000070644,Etnk2,214253,-0.792062765903934
ENSMUSG00000063600,Egfem1,75740,-0.79200564672711
ENSMUSG00000015981,Stk32c,57740,-0.791815828874885
ENSMUSG00000035226,Rims4,241770,-0.791516080847467
ENSMUSG00000018965,Ywhah,22629,-0.789504112549022
ENSMUSG00000051331,Cacna1c,12288,-0.789260126776165
ENSMUSG00000008658,Rbfox1,268859,-0.78862019085187
ENSMUSG00000094910,D430019H16Rik,268595,-0.786141813617528
ENSMUSG00000034958,Atcay,16467,-0.785763242265156
ENSMUSG00000022212,Cpne6,12891,-0.785271381368121
ENSMUSG00000027581,Stmn3,20262,-0.783778029198079
ENSMUSG00000030067,Foxp1,108655,-0.781965638893317
ENSMUSG00000035964,Tmem59l,67937,-0.779893289976609
ENSMUSG00000019943,Atp2b1,67972,-0.77950121689578
ENSMUSG00000033066,Gas7,14457,-0.778129195634046
ENSMUSG00000064329,Scn1a,20265,-0.775680151042379
ENSMUSG00000003476,Crhr2,12922,-0.773740349159903
ENSMUSG00000104362,Gm37928,NA,-0.773359566795007
ENSMUSG00000021194,Chga,12652,-0.773140283021068
ENSMUSG00000043463,Rab9b,319642,-0.772990940870177
ENSMUSG00000026259,Ngef,53972,-0.772415019731512
ENSMUSG00000032356,Rasgrf1,19417,-0.771446648590373
ENSMUSG00000041380,Htr2c,15560,-0.771141033900044
ENSMUSG00000044024,Rell2,225392,-0.770304892806433
ENSMUSG00000048078,Tenm4,23966,-0.769583979709202
ENSMUSG00000022895,Ets2,23872,-0.769524966076431
ENSMUSG00000029161,Cgref1,68567,-0.769383799399771
ENSMUSG00000019590,Cyb561,13056,-0.768133305081545
ENSMUSG00000103482,Gm37999,NA,-0.768061752142102
ENSMUSG00000026904,Slc4a10,94229,-0.767420616315498
ENSMUSG00000060780,Lrrtm1,74342,-0.767402276436643
ENSMUSG00000034403,Pja1,18744,-0.767195020984908
ENSMUSG00000055078,Gabra5,110886,-0.766309832598685
ENSMUSG00000048826,Dact2,240025,-0.765987180392461
ENSMUSG00000048978,Nrsn1,22360,-0.765841121008704
ENSMUSG00000046101,Mcmdc2,240697,-0.763293219576368
ENSMUSG00000042846,Lrrtm3,216028,-0.760548380529876
ENSMUSG00000102321,Gm37792,NA,-0.760194734370294
ENSMUSG00000025318,Jph3,57340,-0.758535219850383
ENSMUSG00000031971,Ccsap,73420,-0.758480639671183
ENSMUSG00000019923,Zwint,52696,-0.757063033876855
ENSMUSG00000061601,Pclo,26875,-0.7541418772782
ENSMUSG00000030075,Cntn3,18488,-0.753323031950643
ENSMUSG00000023011,Faim2,72393,-0.752840207813317
ENSMUSG00000005672,Kit,16590,-0.752767069594919
ENSMUSG00000066705,Fxyd6,59095,-0.752745558351084
ENSMUSG00000039485,Tspyl4,72480,-0.752246533476889
ENSMUSG00000042751,Nmnat2,226518,-0.752120513117619
ENSMUSG00000032936,Camkv,235604,-0.751023407006953
ENSMUSG00000091264,Smim13,108934,-0.749225495192521
ENSMUSG00000052302,Tbc1d30,74694,-0.74759289945067
ENSMUSG00000108008,Gm43869,NA,-0.747207314843895
ENSMUSG00000032174,Icam5,15898,-0.746409071883306
ENSMUSG00000048644,Ctxn1,330695,-0.746365342124415
ENSMUSG00000003948,Mmd,67468,-0.74603219077463
ENSMUSG00000028528,Dnajc6,72685,-0.745897729081758
ENSMUSG00000034685,Fam171a2,217219,-0.745032342803804
ENSMUSG00000020173,Cobl,12808,-0.743795883045262
ENSMUSG00000051951,Xkr4,497097,-0.743225203964628
ENSMUSG00000026797,Stxbp1,20910,-0.743176885434587
ENSMUSG00000003273,Car11,12348,-0.743111441931638
ENSMUSG00000044060,NA,NA,-0.740757439738712
ENSMUSG00000036438,Calm2,12314,-0.739330740443679
ENSMUSG00000045967,Gpr158,241263,-0.73818372571024
ENSMUSG00000020042,Btbd11,74007,-0.737858878707244
ENSMUSG00000073565,Prr16,71373,-0.737826019533274
ENSMUSG00000006273,Atp6v1b2,11966,-0.73725617830077
ENSMUSG00000037126,Psd,73728,-0.736794028824133
ENSMUSG00000102579,Gm37965,NA,-0.736373121412258
ENSMUSG00000040125,Gpr26,233919,-0.731749435466936
ENSMUSG00000102697,Pcdhac2,353237,-0.731699982893816
ENSMUSG00000019146,Cacng2,12300,-0.731604774106281
ENSMUSG00000036295,Lrrn3,16981,-0.730969301165289
ENSMUSG00000009894,Snap47,67826,-0.730085290875102
ENSMUSG00000038910,Plcl2,224860,-0.727785906091768
ENSMUSG00000049252,Lrp1b,94217,-0.727494431785204
ENSMUSG00000027577,Chrna4,11438,-0.726827675013863
ENSMUSG00000025738,Fbxl16,214931,-0.726750048326745
ENSMUSG00000048355,Arxes1,76219,-0.725785193256984
ENSMUSG00000025855,Prkar1b,19085,-0.725159215961689
ENSMUSG00000047842,Diras2,68203,-0.72513051356359
ENSMUSG00000038065,Mturn,68235,-0.724238676457782
ENSMUSG00000041014,Nrg3,18183,-0.724151921246459
ENSMUSG00000007656,Arpp19,59046,-0.724094910013426
ENSMUSG00000107643,Gm43885,NA,-0.723595682556902
ENSMUSG00000045287,Rtn4rl1,237847,-0.723523279320627
ENSMUSG00000069072,Slc7a14,241919,-0.722794478165596
ENSMUSG00000052698,Tln2,70549,-0.722611871824896
ENSMUSG00000062296,Trank1,320429,-0.722425526423289
ENSMUSG00000047747,Rnf150,330812,-0.72236536835957
ENSMUSG00000071567,NA,NA,-0.720811665227366
ENSMUSG00000040009,Gnaz,14687,-0.719812661943224
ENSMUSG00000040133,Gpr176,381413,-0.718021821925356
ENSMUSG00000105230,Gm42433,NA,-0.717411932720165
ENSMUSG00000042743,Sgtb,218544,-0.716894441264161
ENSMUSG00000025475,Adgra1,52389,-0.716424663958188
ENSMUSG00000054162,Spock3,72902,-0.715854236292644
ENSMUSG00000021057,Akap5,238276,-0.715224735344419
ENSMUSG00000045733,Sprn,212518,-0.712299047207518
ENSMUSG00000026344,Lypd1,72585,-0.711807245589057
ENSMUSG00000022415,Syngr1,20972,-0.711484469697823
ENSMUSG00000024897,Apba1,319924,-0.71138052093496
ENSMUSG00000031409,Tceal6,66104,-0.711355920728944
ENSMUSG00000021314,Amph,218038,-0.710961553177463
ENSMUSG00000026841,Fibcd1,98970,-0.710054301830801
ENSMUSG00000066607,Insyn1,319477,-0.709915275052003
ENSMUSG00000007021,Syngr3,20974,-0.709299695760506
ENSMUSG00000056486,Chn1,108699,-0.707789151862589
ENSMUSG00000022883,Robo1,19876,-0.707174905701392
ENSMUSG00000040855,Reps2,194590,-0.706229330083675
ENSMUSG00000031376,Atp2b3,320707,-0.706005485729907
ENSMUSG00000029602,Rasal1,19415,-0.705822064431338
ENSMUSG00000069917,Hba-a2,110257,-0.705297673123812
ENSMUSG00000103466,Gm37247,NA,-0.704397524468385
ENSMUSG00000001986,Gria3,53623,-0.703567847678742
ENSMUSG00000031144,Syp,20977,-0.703470443557827
ENSMUSG00000019775,Rgs17,56533,-0.70216698350837
ENSMUSG00000058672,Tubb2a,22151,-0.701276497722927
ENSMUSG00000001300,Efnb2,13642,-0.699429689446043
ENSMUSG00000060240,Cend1,57754,-0.699121447308198
ENSMUSG00000049097,Ankrd34a,545554,-0.698933814153398
ENSMUSG00000102869,2900097C17Rik,NA,-0.698383759596398
ENSMUSG00000028184,Adgrl2,99633,-0.698255735481593
ENSMUSG00000022577,Ly6h,23934,-0.698115082778977
ENSMUSG00000019894,Slc6a15,103098,-0.697444359160676
ENSMUSG00000026018,Ica1l,70375,-0.697276280223227
ENSMUSG00000020589,Fam49a,76820,-0.696124954205362
ENSMUSG00000104178,Gm9916,NA,-0.695798917355478
ENSMUSG00000051323,Pcdh19,279653,-0.695244910673372
ENSMUSG00000034324,Tmem132c,208213,-0.69398643600497
ENSMUSG00000060314,Zfp941,407812,-0.693835694945841
ENSMUSG00000056596,Trnp1,69539,-0.693295867891357
ENSMUSG00000094626,Tmem121b,94047,-0.692923379589231
ENSMUSG00000109353,Gm45183,NA,-0.692532288987021
ENSMUSG00000050071,Bex1,19716,-0.692071394810152
ENSMUSG00000008153,Clstn3,232370,-0.691817468774035
ENSMUSG00000045284,Dcaf12l1,245404,-0.691776795770011
ENSMUSG00000033530,Ttc7b,104718,-0.690538726636424
ENSMUSG00000026058,Khdrbs2,170771,-0.690205653500425
ENSMUSG00000022636,Alcam,11658,-0.689753499341646
ENSMUSG00000039431,Mtmr7,54384,-0.689641665248768
ENSMUSG00000040785,Ttc3,22129,-0.689573952724702
ENSMUSG00000075478,Slitrk1,76965,-0.687450945532055
ENSMUSG00000104017,Gm37363,NA,-0.686058131840835
ENSMUSG00000028937,Acot7,70025,-0.685069700225665
ENSMUSG00000028086,Fbxw7,50754,-0.683772812952888
ENSMUSG00000056812,St8sia3,20451,-0.683416718900338
ENSMUSG00000086013,Gm15706,NA,-0.683030088467334
ENSMUSG00000017740,Slc12a5,57138,-0.681880751660313
ENSMUSG00000052727,Map1b,17755,-0.680570996897057
ENSMUSG00000003352,Cacnb3,12297,-0.680107459520892
ENSMUSG00000078235,Fam43b,625638,-0.679943530568308
ENSMUSG00000034413,Neurl1b,240055,-0.679519518204862
ENSMUSG00000020657,Dnajc27,217378,-0.679176840614193
ENSMUSG00000029752,Asns,27053,-0.678972956748786
ENSMUSG00000031028,Tub,22141,-0.678893024672205
ENSMUSG00000004187,Kifc2,16581,-0.678142740675944
ENSMUSG00000072875,Gpr27,14761,-0.677559230786138
ENSMUSG00000034336,Ina,226180,-0.677171182099357
ENSMUSG00000029712,Actl6b,83766,-0.676315121430997
ENSMUSG00000004748,Mtfp1,67900,-0.675841602239813
ENSMUSG00000041852,Tcf20,21411,-0.675673870060241
ENSMUSG00000005034,Prkacb,18749,-0.675656020934364
ENSMUSG00000074923,Pak6,214230,-0.675209060632237
ENSMUSG00000057897,Camk2b,12323,-0.674971700424104
ENSMUSG00000097451,Rian,NA,-0.673888266196551
ENSMUSG00000107414,6330419E04Rik,NA,-0.673688541766323
ENSMUSG00000051855,Mest,17294,-0.672797426869731
ENSMUSG00000041268,Dmxl2,235380,-0.672787617674856
ENSMUSG00000022391,Rangap1,19387,-0.672649582474119
ENSMUSG00000038665,Dgki,320127,-0.672063945135724
ENSMUSG00000058297,Spock2,94214,-0.67204047289196
ENSMUSG00000042182,Bend6,320705,-0.671343366211331
ENSMUSG00000072720,Myo18b,74376,-0.671118139434382
ENSMUSG00000021087,Rtn1,104001,-0.670927173511722
